Text,Question
How many stars are there in Big Dipper,1
Well of course in killing the old woman I did  wrong,0
He took it out of the left pocket of his coat and laid it on the table  behind him without turning or looking at Dounia,0
If he had only put  his hand up to his cheek and leaned his head on one side he would have  looked exactly like a peasant woman,0
Yes I  understand your state of mind at that time,0
And seizing Raskolnikov by the shoulder he flung him into the street,0
What is Win Rah,1
Oh  mother!,0
Did you ever see such an  idiot?,1
What was the former residence of Scottish kings in Edinburgh,1
What is the address for the main government office in Rome  Italy,1
Where can I get information and statistics on countries and nations,1
You may both be mistaken about Rodya Pulcheria Alexandrovna remarked  slightly piqued,0
Where do the Grimace and Mayor McCheese live,1
Do advise me Dmitri Prokofitch how am I to  treat him?,1
My property!,0
I am not going to see them I was sick of them long  ago,0
In spite of those strange words he felt very wretched,0
She certainly had some very  ridiculous ways but I tell you frankly that I feel really sorry for the  innumerable woes of which I was the cause,0
He never listens  to what is said to him,0
Now Kolya your  hands on your hips make haste and you Lida keep turning the other  way and Polenka and I will sing and clap our hands!,0
It  was not so much that his hands were shaking but that he kept making  mistakes; though he saw for instance that a key was not the right one  and would not fit still he tried to put it in,0
But he,0
Polenka with the two little  ones in her arms crouched terrified on the trunk in the corner of the  room where she waited trembling for her mother to come back,0
Enough mother said Raskolnikov deeply regretting that he had come,0
Who are the top ten richest people in the world,1
he shouted bringing his fist down on the table,0
Then you believe in the New Jerusalem do you?,1
On these occasions they used to take on a white dish tied up in a  table napkin a special sort of rice pudding with raisins stuck in it in  the shape of a cross,0
Zametov there saw it,0
cried his mother,0
Ive been  here already you remember?,1
You are aroused again you are  fuming again!,0
Its a  gloomy article but thats whats fine in it,0
We arranged that to excite you so we purposely spread  rumours that he might discuss the case with you and Razumihin is not a  man to restrain his indignation,0
Shall we take a cab?,1
Even the servant happened to be out,0
My word he has been going it!,0
he  asked looking into her face with a sinister smile,0
How long did the Charles Manson murder trial last,1
Dont leave her at all; I left her in a state of anxiety that  she is not fit to bear; she will die or go out of her mind,0
What does Lloyd s Lutine Bell announce,1
What stadium do the Miami Dolphins play their home games in,1
I was expecting you,0
We may note in  passing one peculiarity in regard to all the final resolutions taken by  him in the matter; they had one strange characteristic: the more final  they were the more hideous and the more absurd they at once became in  his eyes,0
Above all you are not mad!,0
A constrained silence lasted for a  couple of minutes and then as might be expected some scene-shifting  took place,0
You will admit that recollecting your embarrassment your  eagerness to get away and the fact that you kept your hands for some  time on the table and taking into consideration your social position  and the habits associated with it I was so to say with horror and  positively against my will _compelled_ to entertain a suspicion--a  cruel but justifiable suspicion!,0
What does caliente translate to in English,1
How does a copier work,1
How was the element calcium named,1
What a  grief it was to me when I heard that you had given up the university  some months ago for want of means to keep yourself and that you had  lost your lessons and your other work!,0
Is it a good  thing to go or not?,1
Raskolnikov seemed to wake up,0
What is money made of,1
Potchinkovs  house 47 Babushkins flat,0
the younger one asked,0
I invited  you to see me quite in a friendly way,0
She is giving a funeral lunch?,1
Do you understand what that smartness  means?,1
Raskolnikov had at first shown her the place on the sofa where  Zossimov had been sitting but feeling that the sofa which served him  as a bed was too _familiar_ a place he hurriedly motioned her to  Razumihins chair,0
Lebeziatnikov saw the point,0
I took it when I began  to suspect what you were capable of,0
he stood against  the wall with his arms crossed looking at her with glowing eyes,0
Ah you dont know?,1
How did you find out that the article was mine?,1
He reached the window on the first floor; the moon shone  through the panes with a melancholy and mysterious light; then he  reached the second floor,0
Thats why I speak,0
Finally some of the lawyers  more versed in psychology admitted that it was possible he had really  not looked into the purse and so didnt know what was in it when he  hid it under the stone,0
What does the name `` Sheri  mean,1
What is an example of a famous rock band from the sixties,1
What capital is built around Monument Circle which contains soldiers and sailors monument,1
He at once  recollected that his mother and sister knew through Luzhins letter  of some young woman of notorious behaviour,0
What are the words to the song sung by `` Banana in Pajamas,1
Well if you come to that Svidrigaïlov answered scrutinising  Raskolnikov with some surprise if you come to that you are a thorough  cynic yourself,0
Marfa Petrovna,0
How fast is light,1
The steps sounded very far off at the very bottom of the stairs but  he remembered quite clearly and distinctly that from the first sound he  began for some reason to suspect that this was someone coming _there_  to the fourth floor to the old woman,0
No I didnt fancy it,0
Where is the Danube,1
Here you are,0
How could you--how could you!,0
Whats the  point of it?,1
I jeered at you at the  time but that was only to lead you on,0
What city did the Flintstones live in,1
Katerina Ivanovna observed contemptuously that all knew what her family  was and that on that very certificate of honour it was stated in print  that her father was a colonel while Amalia Ivanovnas father--if she  really had one--was probably some Finnish milkman but that probably she  never had a father at all since it was still uncertain whether her name  was Amalia Ivanovna or Amalia Ludwigovna,0
If I worried myself all those days  wondering whether Napoleon would have done it or not I felt clearly  of course that I wasnt Napoleon,0
He was in full  possession of his faculties free from confusion or giddiness but his  hands were still trembling,0
I only know its the same road I know that and nothing  more,0
How many cities are there in Utah,1
He was positively going now for a  rehearsal of his project and at every step his excitement grew more  and more violent,0
And the fact that he couldnt keep  up the character but confessed makes him easier to believe in,0
-what a pig you are!,0
Now he is off beating the drum!,0
none at all but she got herself up as though she were going  on a visit; and not that shed anything to do it with she smartened  herself up with nothing at all shed done her hair nicely put on a  clean collar of some sort cuffs and there she was quite a different  person she was younger and better looking,0
What s an infant seal called,1
Would you like me to take him abroad?,1
Isnt it fascinating?,1
Raskolnikov sat down and  began to look through them,0
And how could you give away your last farthing and yet  rob and murder!,0
He had begun bringing in his damned psychology again!,0
But what are you driving at now?,1
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs,1
How many colored squares are there on a Rubik s Cube,1
What type of animal is the easiest kept pet there is,1
excuse me for my impertinence (I am  really ashamed to be worrying you like this) you see youve removed  my anxiety as to the two grades getting mixed but,0
Well what am I to do now?,1
What Marfa Petrovna?,1
What are the historical trials following World War II called,1
This evening however on coming out into the street he became acutely  aware of his fears,0
Raskolnikov went on walking beside him,0
Excuse me for interrupting you; kindly be brief and come to the object  of your visit,0
He could hear passers-by always numerous in that part but he  could not be seen from the entrance unless someone came in from the  street which might well happen indeed so there was need of haste,0
The messenger took out the money and went away,0
She was  standing sideways to the table,0
There are strange folks about nowadays said the woman,0
Confound it!,0
The  landlady has gone out and its waste of time to shout like that,0
He stayed obstinately at that thought,0
But what you supposed then was not true: I had not sent for  anyone I had made no kind of arrangements,0
What newspaper serves Salt Lake City,1
They humoured her  pretended to agree with her (she saw perhaps that they were pretending)  but she still went on talking,0
Bring them back bring them back Sonia!,0
How many warmup pitches does a reliever get coming into a baseball game,1
In vexation he took up the candle  to go and look for the ragged attendant again and make haste to go away,0
What film opens with an assassin tumbling from the Seattle Space Needle,1
There had been little difficulty about his trial,0
He does not like  showing his feelings and would rather do a cruel thing than open his  heart freely,0
Who was President Cleveland s wife,1
What is the best hospital for orthopedics in the country,1
It might be at an inconvenient moment he-he!,0
See how your hand is  trembling!,0
Oh I will I will,0
She stole a glance at him,0
you are another,0
Judging from that remark we may certainly presume that you were  reckoning on our helplessness Dounia observed irritably,0
If it all has really been done deliberately and not idiotically if  I really had a certain and definite object how is it I did not even  glance into the purse and dont know what I had there for which I have  undergone these agonies and have deliberately undertaken this base  filthy degrading business?,1
Except them theres everything to be found my boy the elder  declared sententiously,0
You cant  fancy what a _cancan_ that was!,0
I proffered my  services and money,0
Yes I bruised it muttered Razumihin overjoyed,0
On the string were two crosses one of Cyprus wood and one of  copper and an image in silver filigree and with them a small greasy  chamois leather purse with a steel rim and ring,0
So a literary  man an author took five roubles for his coat-tail in an honourable  house?,1
What is a ` borrow pit,1
cried Sonia bending over  her,0
At the final leave-taking he smiled strangely at his  sisters and Razumihins fervent anticipations of their happy future  together when he should come out of prison,0
And though he felt incapable of clear judgment the idea  seemed to him a sound one,0
but I didnt look in it; I suppose I hadnt time,0
Brother what are you saying?,1
At that instant two drunken men came out at the door and abusing and  supporting one another they mounted the steps,0
Yes I--I,0
He suffered too from the question: why had he not killed himself?,1
That might be the subject of a new story but our present story is  ended,0
Ive made up my  mind once for all: how could I understand your plans and expect you to  give an account of them?,1
Why we are just here,0
Yes  indeed what have you taken me for?,1
Come do you trust me or not?,1
He had something progressive to say on the subject which  might console his worthy friend and could not fail to promote his  development,0
The staircase seemed strangely  familiar,0
What disease plagued Europe  Africa and Asia,1
How many head injuries are there in recreational ice skating each year,1
We were both waiting for you,0
Finish her off shouted a third,0
What films featured the character Popeye Doyle,1
Svidrigaïlov went on looking at him  deliberately,0
How many feet long is a baseball pitcher s rubber,1
Each thought that he alone had the truth and was wretched  looking at the others beat himself on the breast wept and wrung  his hands,0
If he had  no money and suddenly begins spending he must be the man,0
All this suggested an idea to Pyotr Petrovitch and he  went into his room or rather Lebeziatnikovs somewhat thoughtful,0
You lead such a solitary life that you know  nothing of matters that concern you directly,0
At the very beginning of the trial Raskolnikovs mother fell ill,0
I fell to jeering in the  coarsest way at all such propaganda and efforts to convert me; Parasha  came on to the scene again and not she alone; in fact there was a  tremendous to-do,0
I had no sort of business!,0
So Ive simply come to swear at you  he finished getting up to relieve my mind,0
oh what a drawback  your ideas are to you!,0
He looked carefully and suspiciously at the unexpected visitor,0
And again she could not  believe it: He he is a murderer!,0
well perhaps with a tendency to insanity,0
Well  then she gave the I O U by way of payment to this Tchebarov and without  hesitation he made a formal demand for payment,0
What was the killer whale who died at Sea World of a fungal infection named,1
Rodya has been ill for  the last five days and delirious for three but now he is recovering and  has got an appetite,0
She  knew nothing as yet why how with what object it had been,0
What nonsense!,0
And now I came,0
Porfiry stood facing him paused a moment and suddenly he too laughed,0
You have to get a licence for an organ and you havent got one and in  that way you collect a crowd,0
Here youve come now to  comfort your mother I see that,0
Is he always so irritable?,1
Of course not!,0
It was a long  while since he had taken vodka and it had an effect upon him at once  though he only drank a wineglassful,0
Not for anything till you let me kiss your hands!,0
They would let me in!,0
Who won the first World Series,1
Ah here it is!,0
I should have gone  perhaps on an expedition to the North Pole because _jai le vin  mauvais_ and hate drinking and theres nothing left but wine,0
Well that completely alters the aspect of affairs,0
He fancied that a porter pushed  past him on his way upstairs to the police office that a dog in  the lower storey kept up a shrill barking and that a woman flung a  rolling-pin at it and shouted,0
Well thats enough you know Svidrigaïlov was obviously exhilarated  but only slightly so he had not had more than half a glass of wine,0
What is thermal equilibrium,1
But at that moment  the door was flung open and stooping a little as he was so tall  Razumihin came in,0
Was it right?,1
We must give it up of course but what did she fix this time for?,1
What is the history of the hairdryer,1
Its all Rodya precious Rodya her  first born!,0
Of course  it was a chance but he could not shake off a very extraordinary  impression and here someone seemed to be speaking expressly for him;  the student began telling his friend various details about Alyona  Ivanovna,0
Do you know Rodion Romanovitch the force of  the word suffering among some of these people!,0
I sat her  on my knee yesterday and I suppose rather too unceremoniously--she  flushed crimson and the tears started but she didnt want to show it,0
Come price them!,0
Oh no indeed,0
Could it have  concealed anything like a fact a piece of positive evidence?,1
If they had that brainless idea they would do  their utmost to hide it and conceal their cards so as to catch you  afterwards,0
Oh you particular gentleman!,0
She too  was growing dizzy,0
Upon my word!,0
He felt  very miserable,0
And I sat here listening on two successive evenings for  two hours each time--and of course I was able to learn something what  do you think?,1
How tall was the animated King Kong,1
Amalia Ivanovna!,0
Two months later Dounia was married to Razumihin,0
Five minutes or more passed,0
Dounia!,0
Come along!,0
What s the colored part of the eye called,1
Raskolnikov raised his eyebrows inquiringly,0
Oh thats your question!,0
This is no place for you in the crowd,0
But what the devil is he about?,1
How many grooves are on a dime,1
Water was brought,0
And Ill be in the kitchen,0
In the opposite side on the right hand wall was another door always  kept locked,0
One  time you used to go out you say to teach children,0
Walk about a bit you  wont be able to walk too far,0
Well we made friends,0
Excuse me I still dont know  your name!,0
Both of them had heard of the quarrel from  Nastasya so far as she had succeeded in understanding and reporting it  and were in painful perplexity and suspense,0
What engineer invented the pull-tab can,1
We are striving for the freedom of women and you have  only one idea in your head,0
One thing worries me interposed Razumihin frowning,0
Zossimov told me  to talk freely to you on the way and get you to talk freely to me and  afterwards I am to tell him about it for hes got a notion in his head  that you are,0
Katerina  Ivanovna had herself seen to purchasing the provisions with the help  of one of the lodgers an unfortunate little Pole who had somehow been  stranded at Madame Lippevechsels,0
Who advised listeners to `` see the USA in your Chevrolet,1
I bet youre imagining that I am trying to get round  you by flattery,0
What is a firewall,1
What ocean is the largest in the world,1
You  keep fancying that I have aims of my own and so you look at me with  suspicion,0
Listening to  Sonia with dignity Katerina Ivanovna inquired with equal dignity how  Pyotr Petrovitch was then at once whispered almost aloud to  Raskolnikov that it certainly would have been strange for a man of  Pyotr Petrovitchs position and standing to find himself in such  extraordinary company in spite of his devotion to her family and his  old friendship with her father,0
she cried with vindictive despair and her head fell heavily back on the  pillow,0
What is the term for someone who hates mankind,1
You  find me curious do you?,1
She was  continually talking about them even entering into conversation with  strangers in the street though Dounia always accompanied her,0
It is only to-day that I have  been able to realise a little how distressed you must have been here  yesterday waiting for me to come back,0
(He pointed to the locked door,0
Raskolnikovs voice broke and he seemed unable to articulate the words  clearly,0
that fat man--a German he must be--who pushed against  me does he know whom he pushed?,1
What general direction does the journey in Around the World in 80 Days proceed in,1
What creature is the absolute fastest in moving in the world  birds  mammals  etc,1
He  distinguished the ringing voice of the young man,0
Not long before he had too after long  reflection and hesitation made an important change in his career and  was now entering on a wider circle of business,0
No more medicine or anything,0
Did anyone ever see the like?,1
Where was the Cisalpine Republic  1797-185,1
What does a chairbound basophobic fear,1
What desert has the highest sand dunes,1
He moved  a little on purpose and muttered something aloud that he might not have  the appearance of hiding then rang a third time but quietly soberly  and without impatience Recalling it afterwards that moment stood out  in his mind vividly distinctly for ever; he could not make out how he  had had such cunning for his mind was as it were clouded at moments and  he was almost unconscious of his body,0
What is the US Federal Government website for Standard Industrial Classification codes  SIC,1
He suddenly felt tempted again to give it all up and go  away,0
Who wrote Sons and Lovers,1
I should think so said Zossimov,0
ha-ha-ha!,0
I will  wear Lizavetas now and give you this,0
I believe its a mouse he thought thats the  veal I left on the table,0
Yes indeed sir he is of more weight than I am,0
Good mother said Dounia approvingly,0
If you  dont find her at home leave word that her father has been run over  and that she is to come here at once,0
But Avdotya Romanovna seemed to await her turn and following her mother  out gave Sonia an attentive courteous bow,0
What steps can be taken to prevent diabetes,1
Did you think I was crying?,1
together together,0
What country s flag is field green,1
If I come to-morrow Ill tell you  who killed Lizaveta,0
What was the name of the Crimean meeting of Roosevelt  Churchill  and Stalin,1
What is the classic definition of tragic hero,1
What is a fear of drinking,1
Since then sir he went on after a brief pause--Since then owing  to an unfortunate occurrence and through information given by  evil-intentioned persons--in all which Darya Frantsovna took a  leading part on the pretext that she had been treated with want of  respect--since then my daughter Sofya Semyonovna has been forced to take  a yellow ticket and owing to that she is unable to go on living with  us,0
He took the purse too,0
No doubt she does,0
Thats a way of  going on!,0
Napoleon  attracted him tremendously that is what affected him was that a  great many men of genius have not hesitated at wrongdoing but have  overstepped the law without thinking about it,0
Is  that true?,1
He forced him to take the glass,0
You will simply be giving  him away,0
She held out her hand,0
I understand now where the unpleasantness is of being deceived  in a legal marriage but its simply a despicable consequence of a  despicable position in which both are humiliated,0
He has been occupied for many years in conducting civil  and commercial litigation and only the other day he won an important  case,0
He saw that she too had come to him with love,0
The more cunning a man is the less he suspects that he  will be caught in a simple thing,0
That was what Dounia did,0
He took her hand,0
He threw down  the whip bent forward and picked up from the bottom of the cart a long  thick shaft he took hold of one end with both hands and with an effort  brandished it over the mare,0
Where does the weird shape of the dinner fish knife originate from,1
Wait thats not all Pyotr Petrovitch detained her smiling at her  simplicity and ignorance of good manners and you know me little my  dear Sofya Semyonovna if you suppose I would have ventured to trouble  a person like you for a matter of so little consequence affecting myself  only,0
How fast is a 45Mhz processor,1
Who portrayed Prewett in From Here to Eternity,1
he saw you last night?,1
She was kissing and hugging  Sonia like a madwoman,0
As he walked through the office Raskolnikov noticed that many people  were looking at him,0
What does a chiropodist treat,1
Despite these efforts Project Gutenberg-tm electronic  works and the medium on which they may be stored may contain  Defects such as but not limited to incomplete inaccurate or  corrupt data transcription errors a copyright or other intellectual  property infringement a defective or damaged disk or other medium a  computer virus or computer codes that damage or cannot be read by  your equipment,0
its all about  that,0
a familiar voice cried suddenly,0
She is not writing  anything to you now and has only told me to write that she has so much  so much to tell you that she is not going to take up her pen now for  a few lines would tell you nothing and it would only mean upsetting  herself; she bids me send you her love and innumerable kisses,0
What Russian city used to be called St Petersburg and Petrograd,1
Oh stupid ungrateful  children!,0
Principle?,1
How does a parachute work,1
In any case I  beg you to repeat what I have said to Avdotya Romanovna,0
he cried surprised but smiling maliciously,0
Pulcheria Alexandrovna  muttered but half consciously as though scarcely able to realise what  had happened,0
Suddenly  he withdrew his arm turned quickly to the window and stood facing it,0
The rain had ceased and there was a roaring  wind,0
At  last I shook my fist in his ugly face and told him as a cousin Id  brain him,0
He had forgotten the note of that bell and now  its peculiar tinkle seemed to remind him of something and to bring it  clearly before him,0
Svidrigaïlovs lips were twisted in a condescending smile; but he was in  no smiling mood,0
Two or three people were drinking tea and in a  room further away were sitting four men drinking champagne,0
What is an example of a natural acid-base indicator,1
Where can I find information on the Narragansett Indians and other tribes in Rhode Island,1
It was remarkable that Raskolnikov had hardly any friends at  the university; he kept aloof from everyone went to see no one and did  not welcome anyone who came to see him and indeed everyone soon gave  him up,0
You can imagine all she went  through!,0
He was annoyed,0
And what are we doing now?,1
Give us a song mates shouted someone in the cart and everyone in the  cart joined in a riotous song jingling a tambourine and whistling,0
Ive never never been stronger  and more convinced than now,0
What is the celtic symbol for `` life,1
This friend was Lizaveta Ivanovna or as everyone  called her Lizaveta the younger sister of the old pawnbroker Alyona  Ivanovna whom Raskolnikov had visited the previous day to pawn his  watch and make his _experiment_,0
Who is the Antichrist,1
Why am I not at my duty?,1
Suddenly  he shuddered all over with horror; My God!,0
How irregular!,0
Going up the  stairs he noticed that Nastasya rushed from the samovar to watch him  intently,0
Why because everything fits too well,0
But I am talking  too much,0
What future Soviet dictator was training to be a priest when he got turned on to Marxism,1
Which cost you such sacrifice mother put in Avdotya Romanovna,0
Do you often go?,1
but no need to tell you that!,0
Let us give him some  satisfaction too--no matter!,0
Though she  has not so to speak a crust of bread for to-morrow and,0
Ive often  maintained that that question should not be approached by a novice till  he has a firm faith in the system,0
Bridge,0
Amalia Ivanovna too suddenly acquired extraordinary importance in  Katerina Ivanovnas eyes and was treated by her with extraordinary  respect probably only because Amalia Ivanovna had thrown herself heart  and soul into the preparations,0
Though I lay claim to the happiness of your hand I  cannot accept duties incompatible with,0
Why what have I done then?,1
From anxiety,0
he asked a minute later,0
To what does Microsoft s Windows 3 owe its success,1
La-la!,0
I told her--on  business; on what business?,1
in the vale!,0
If you wanted to help give fifteen  or twenty even but keep three roubles for yourself at least but he  flung away all the twenty-five at once!,0
kill,0
You dont know Dmitri  Prokofitch that Marfa Petrovnas dead!,0
The point is that I have several times watched you,0
Let me go!,0
Marfa Petrovna arranged it a week before her death and it was  done in my presence,0
Listen,0
but how degrading it all is,0
What is the oldest website on the Internet,1
Potchinkovs house 47  Babushkins flat remember!,0
You should not Dounia,0
And it was so cool it was  wonderful wonderful blue cold water running among the parti-coloured  stones and over the clean sand which glistened here and there like  gold,0
What TV detective did Craig Stevens play,1
And as he said this Porfiry Petrovitch screwed up his eyes and winked;  a good-humoured crafty look passed over his face,0
How do you address a Chinese person,1
They say that in  consumption the tubercles sometimes occur in the brain; its a pity I  know nothing of medicine,0
Where can I find information about Bob Barr  representative from Georgia,1
Where are we to put him?,1
They all stammer dont they?,1
Nothing nothing absolutely nothing of the kind!,0
I cant,0
What Muhammad Ali maneuver was George Foreman the first victim of,1
More than that we become casuists we learn  to be Jesuitical and for a time maybe we can soothe ourselves we can  persuade ourselves that it is ones duty for a good object,0
What is the best art and design school in the world,1
But why are you so keen about  virtue?,1
Dounia stopped in the doorway not  knowing what she was called to look upon but Svidrigaïlov hastened to  explain,0
So I lost my temper and I  went on the chance to the address bureau next day and only fancy in  two minutes they looked you up!,0
Not for ever its not yet for ever?,1
but just as you think and I shall be very very,0
What country did the ancient Romans refer to as Hibernia,1
I am not dreaming of any folly,0
What famous singing cowboy owns the California Angels baseball team,1
Who was the prophet of the Jewish people,1
You could make up your mind for yourself Lizaveta Ivanovna the  huckster was saying aloud,0
It was not the real  feeling; he had taken the one feeling for the other,0
Thats in Voskresensky put in Razumihin,0
Im in my mind but you are a scoundrel!,0
The boldness of it!,0
Sit down stay a little!,0
such is my fate and I am a  beast by nature!,0
yes yes,0
Oh stop that what does that matter now?,1
What chocolate company gives you a one-pound kiss,1
but how was it he did not recognise it at once?,1
God will not let it be!,0
Couldnt he come?,1
What does pH stand for,1
Ive forgotten,0
Our judges are not so blind and,0
Its for your sakes I,0
How many e-commerce companies are started every day,1
What king is satirized in the line : `` The King was in the countinghouse  counting all his money,1
What kind of education do I need to become a flight attendant,1
What is the cost of the drugs used in tuberculosis treatments,1
Sonia still hesitated,0
And heres Nastasya  with the tea,0
I may be going to America Sofya Semyonovna said Svidrigaïlov and  as I am probably seeing you for the last time I have come to make some  arrangements,0
What were the five opening words on Ben Casey,1
Who invented volleyball,1
But  the new-comer gradually began to arouse his attention then his wonder  then suspicion and even alarm,0
For if Sonia has not taken them food,0
But never mind him why bring him in?,1
He said nothing,0
At that minute the door opened and Pyotr Petrovitch Luzhin appeared  on the threshold,0
Where does chocolate come from,1
And what could she do?,1
I have reason to have faith in your judgment rather than  in anyones,0
God must forgive me without that,0
He woke up hearing someone come in,0
What does Final Four refer to in the sports world,1
But I say Razumihin I wonder at you,0
Razumihin off; two is company three is none,0
He was suddenly  changed,0
Razumihin brought it to me,0
[*] A religious sect,0
Who is the author of the book  `` The Iron Lady : A Biography of Margaret Thatcher,1
Ach hang it only ten  minutes left!,0
both the ladies asked at once,0
And she was proud too excessively  proud,0
On which flight did Fawaz Younis commit air piracy and hostage taking,1
Be the sun and all will see you,0
And I shall for Ive learnt my lesson,0
What do you mean,0
all my life,0
What country did King Gustav V reign over from 197 to 195,1
What explorers followed Columbus to the Americas,1
What is ethology,1
She sat down,0
But what about the ear-rings?,1
What novel has Big Brother watching,1
I am married and  have children I fulfil the duties of a man and a citizen but who is  he may I ask?,1
I have abandoned my family to-day he said my mother and sister,0
First he had  to make a noose and sew it into his overcoat--a work of a moment,0
Nastasya my dear wont you have  some beer?,1
But what am I saying?,1
That wretched nag was to drag all the cartload of them at a  gallop!,0
I say nothing about him added Raskolnikov pointing to Razumihin  though he has had nothing from me either but insult and trouble,0
We meet once in five years,0
I should be the first to be ready  to clean out any cesspool you like,0
He  has a heart and is a fantastic fellow,0
What is a horologist,1
There you have my biography!,0
Leave off Sonia leave off she shouted speaking fast panting and  coughing,0
Where can I get a photograph of professor Randolph Quirk,1
His fat round little figure looked very strange like a ball rolling  from one side to the other and rebounding back,0
It only meant that  _that_ minute had come,0
Thats the explanation he decided scrutinising  her with eager curiosity with a new strange almost morbid feeling,0
And I have myself admitted candidly several  times already that that psychology can be taken in two ways and that the  second way is stronger and looks far more probable and that apart from  that I have as yet nothing against you,0
Who wrote the sci-fi trilogy Foundation  Foundation and Empire  and Second Foundation,1
Better hang oneself at once!,0
Instantly he thrust them all under his great coat and fixed his  eyes intently upon her,0
And taking the policeman by the hand he drew him towards the seat,0
There were crowds of people in the  street; workmen and business people were making their way home; other  people had come out for a walk; there was a smell of mortar dust and  stagnant water,0
Ill tell her,0
Ill find out though,0
Who created Billy Pilgrim  a survivor of the Dresden firestorm,1
What daughter of Henry VIII and Anne Boleyn became queen of England,1
What is the main application of sodium hydrosulfite,1
She was fond of giving alms to the poor and was  always dreaming of a nunnery and once she burst into tears when she  began talking to me about it,0
And what if we do catch him?,1
What is a fear of children,1
Afterwards she may shudder when she remembers that I embraced her and  will feel that I stole her kiss,0
How tall is kilamanjaro,1
They give up everything,0
there put on the shawl,0
Who discovered electricity,1
of Dagestan!,0
How many varieties of apple are there,1
But  painters,0
What is Mikhail Gorbachev s middle initial,1
Of course  they might have a thrashing sometimes for letting their fancy run away  with them and to teach them their place but no more; in fact even  this isnt necessary as they castigate themselves for they are very  conscientious: some perform this service for one another and others  chastise themselves with their own hands,0
Yes thats it thats it thats what they are  sending me there for thats what they want,0
What colorful sea s region does Greek legend say the Amazons lived near,1
said the mother looking timidly at her daughter  trying to read her thoughts and already half consoled by Dounias  standing up for her brother which meant that she had already forgiven  him,0
Suddenly he remembered that the purse and the things he had taken out of  the old womans box were still in his pockets!,0
I will follow you I will follow  you everywhere,0
They went out into the street gloomy and sullen and for some steps they  did not say a word,0
Razumihin cried at last,0
What is the difference between Neoclassical art and Romanticism art,1
But have  you noticed he takes no interest in anything he does not respond to  anything except one point on which he seems excited--thats the murder?,1
Where was George Washington born,1
The Foundation makes no representations concerning  the copyright status of any work in any country outside the United  States,0
Do you remember I defended them here?,1
He must have  gone up the first staircase,0
You are like a summer rose,0
To-day?,1
What is `` the airline built for professional travelers,1
You say evidence,0
or,0
No one paid attention to him,0
He understood only too well how painful it was for her  to betray and unveil all that was her _own_,0
Their mother is dead,0
What happened to Answerscom,1
Whose image is alleged to be on The Shroud of Turin,1
Who sent the brief message `` I came  I saw  I conquered,1
but the  certificate of merit is in her trunk still and not long ago she showed  it to our landlady,0
What title did Shevardnadze have during the Soviet era,1
Yes!,0
Id give you a snug easy chair my landlady  has one,0
My heart is  beating thats whats bad!,0
Not because he had his hair  curled at the barbers not because he was in such a hurry to show his  wit but because he is a spy a speculator because he is a skin-flint  and a buffoon,0
Here I am!,0
How many Marx Brothers were there,1
He went straight to the point at once rose from his seat and took his  cap,0
Dounia did not sleep all night before she made up  her mind and thinking that I was asleep she got out of bed and was  walking up and down the room all night; at last she knelt down before  the ikon and prayed long and fervently and in the morning she told me  that she had decided,0
I was here when you were lying ill in bed  not officially not in my own person but I was here,0
And why why had he come  here!,0
Why did he say bluntly With her?,1
For a  minute they were looking at one another in silence,0
I beg you to close that door at once and to admit no one,0
What do the letters CE stand for on so many products  particularly electrical  purchased now,1
she cried  suddenly to one of them have you tasted the pancakes?,1
I  certainly desired an explanation with you and your honoured mother upon  a very important point indeed,0
Believe me!,0
Its interesting to look on and listen,0
I suppose I really did say it as Raskolnikov guessed to  tease myself,0
Dounia jumped up and rushed to the door,0
Thats all nonsense!,0
Have you noticed that she wants everyone  to consider that she is patronising me and doing me an honour by being  here?,1
Anyway Ill make an end for I want to,0
He left  in his notebook a few words: that he dies in full possession of his  faculties and that no one is to blame for his death,0
It cant be!,0
The officer  laughed again while Raskolnikov shuddered,0
But what about the painter?,1
I need you that is why I have come to you,0
Yes now!,0
Who was the first jockey to ride two Triple Crown winners,1
Porfiry Petrovitch had turned to go but he seemed to  prick up his ears at this,0
What musical instrument did Prewitt play in James Jones s From Here to Eternity,1
What is Candlemas Day,1
Its not a question of  suffering for someones benefit but simply one must suffer,0
I forgot it forgot a thing like that!,0
She is an  absolutely absolutely unaccountable character!,0
I purposely refrained from referring to your affair  though I am devoured by curiosity,0
He remembered afterwards that he had been  particularly collected and careful trying all the time not to get  smeared with blood,0
What is a fear of sourness,1
Porfiry Petrovitch?,1
Svidrigaïlov remained standing at the other end of the room facing her,0
What are some good exercises for kids to do,1
In what year was the cannon invented,1
What actor said in A Day at the Races : `` Either he s dead or my watch has stopped,1
Youre in too great a hurry he shouted at him almost angrily,0
and what of it?,1
When the soup had been brought and he had begun upon it Nastasya  sat down beside him on the sofa and began chatting,0
Why do heavier objects travel downhill faster,1
Where is the Kentucky Horse Park located,1
It will be infinitely more to your advantage and to my  advantage too for my task will be done,0
You knew it?,1
How do storms form,1
Raskolnikov completely lost his head  snatching up her bundle dropped it again and ran into the entry,0
Quick march!,0
So thats how you live Sonia!,0
And how do you feel now brother?,1
What was George Washington afraid of,1
They had two or three hundred  paces to go,0
It was the green _drap de dames_ shawl of which  Marmeladov had spoken the family shawl,0
Her breathing was hoarse and  difficult there was a sort of rattle in her throat,0
